CASE;SERIAL;REF;QUESTNNR;MODE;STARTED;ID02;ID03;ID03_01;ID03_02;ID03_03;ID04;ID04_01;ID04_02;ID04_03;ID06;ID06_01;ID06_02;ID06_03;ID06_04;ID06_05;ID06_06;ID06_07;ID06_07a;ID05_01;SA01_01;SA02_01;SA05_01;CS01_01;CS02_01;CS03_01;CS04_01;ES01_01;FI01_01;TM04;ST01;EV02;EV02_01;EV02_02;EV02_03;EV02_04;EV02_05;EX01_01;MD01_01;MY01_01;SS01_01;SS02_01;SD01_01;AD01;AD01_01;AC01_01;AR01_01;AT01_01;MF01;MF01_13;MF03;MF02;MF02_01;MF02_02;MF02_03;MF02_04;MF02_05;MF02_06;MF02_07;MF02_08;MF02_09;MF02_14;MF02_10;MF02_11;MF02_12;MF02_13;MF02_13a;MF02_15;RM01;RM01_01;RM01_02;RM01_03;RM01_04;RM01_05;RM01_06;RM01_07;RM01_08;RM01_09;RM01_10;RM01_11;RM01_12;RM01_12a;TB01;SL01_01;SL02_01;SB01_01;PO01_01;PO02_01;WS01_01;PS01;PH01;PH01_01;PH01_08;PH01_09;PH01_10;PH01_11;PH01_13;PH01_15;PH01_19;PH01_23;PH01_24;PH01_27;PR01_01;SE01_01;SE02;SE02_01;SE02_02;HS01_01;RE01_01;PT01_01;SF01;IB01_01;AU01_01;TE01;TE01_01;TE01_02;TE01_03;TE01_04;TE01_08;TE01_09;CT02_01;CT02_02;GR01_01;AV01_01;PQ01_01;II01_01;SV01_01;CO01;IL01_01;BC02;CB01_01;IM01_01;US01;US01_01;US01_02;US01_03;US01_04;TIME001;TIME002;TIME_SUM;MAILSENT;LASTDATA;FINISHED;Q_VIEWER;LASTPAGE;MAXPAGE;MISSING;MISSREL;TIME_RSI;DEG_TIME
1098;;;base;interview;24.04.2020 19:29;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;2;1;1;1;1;1;3;1;1;1;1;1;2;1;1;1;1;1;1;1;-9;;B_Aug_Oreg_35;2;12.08.2019;1;;13;4;2;2;1;1;1;1;1;1;1;1;1;2;1;2;Sex trafficking charges;1;1;2;1;1;1;1;1;1;1;1;1;1;1;;3;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Aug_Oreg_32, B_Jul_Oreg_83;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;103;411;514;;08.05.2020 22:53;1;0;2;2;15;2;0.77;0
1099;;;base;interview;24.04.2020 19:29;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;2;1;1;1;1;1;4;2;1;1;1;2;1;1;2;1;1;1;1;1;-9;;B_Aug_Wash_16;2;12.08.2019;1;;13;4;2;2;1;1;1;1;1;1;1;1;1;2;1;2;Sex trafficking;1;1;2;1;1;1;1;1;1;1;1;1;1;1;;3;1;1;1;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Jul_Wash_53;1;-9;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;243;176;419;;08.05.2020 22:56;1;0;2;2;14;1;0.93;12
1100;;;base;interview;24.04.2020 19:31;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;1;1;1;1;2;1;1;1;1;1;4;1;1;1;1;1;2;1;1;1;1;1;1;1;-9;;B_Aug_Oreg_36;2;12.08.2019;1;;13;4;2;2;1;1;1;1;1;1;1;1;1;2;1;2;Conspiracy theory, murder;1;1;1;1;1;1;1;1;2;1;1;1;1;1;;3;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Aug_Oreg_34, B_Jul_Oreg_82;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;255;275;530;;08.05.2020 22:56;1;0;2;2;15;2;0.66;0
1101;;;base;interview;24.04.2020 19:32;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;2;1;1;1;1;1;4;1;1;1;1;1;2;1;2;1;1;1;1;1;-9;;B_Aug_Oreg_37;2;12.08.2019;1;;13;3;2;1;1;1;1;1;1;1;1;1;1;2;1;2;Conspiracy theory, murder;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;3;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Aug_Oreg_34;1;-9;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;-9;2;-9;1;1;0;1;1;1;1;127;275;402;;09.07.2020 15:05;1;0;2;2;15;2;0.84;0
1102;;;base;interview;24.04.2020 19:33;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;2;2;1;1;1;1;1;4;1;1;1;1;1;2;1;2;1;1;1;1;1;-9;;B_Aug_Oreg_38;2;12.08.2019;1;;13;4;2;2;1;1;1;1;1;1;1;1;1;2;1;2;Conspiracy theory, murder;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;3;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;0;1;1;1;B_Aug_Oreg_34, B_Jul_Oreg_82;1;-9;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;-9;2;-9;1;1;;;;;;95;252;347;;29.04.2020 15:00;1;0;2;2;14;2;1;1
1103;;;base;interview;24.04.2020 19:34;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;2;2;1;1;1;1;1;4;2;1;1;1;2;1;1;1;1;1;1;1;1;-9;;B_Aug_Wash_17;2;12.08.2019;1;;13;3;2;1;1;1;1;1;1;1;1;1;1;2;1;2;Conspiracy theory, murder, sexual trafficking;1;1;2;1;1;1;1;1;1;1;1;1;1;1;;3;1;1;1;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;B_Aug_Oreg_34;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;197;479;676;;29.04.2020 15:11;1;0;2;2;15;2;0.51;0
1106;;;base;interview;27.04.2020 23:51;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;2;1;1;1;1;1;4;2;1;1;1;2;1;1;1;1;1;1;1;1;-9;;B_Aug_Wash_18;2;12.08.2019;11;;13;2;2;1;1;1;1;1;1;1;1;1;1;2;1;1;;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;1;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;B_Aug_Wash_16;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;73;174;247;;01.05.2020 20:21;1;0;2;2;17;3;Jän.38;19
1107;;;base;interview;27.04.2020 23:52;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;2;1;1;1;1;1;4;2;1;1;1;2;1;1;1;1;1;1;1;1;-9;;B_Aug_Wash_19;2;12.08.2019;11;;13;2;2;1;1;1;1;1;1;1;1;1;1;2;1;1;;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Aug_Wash_16;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;71;121;192;;01.05.2020 20:20;1;0;2;2;17;3;Jän.73;37
1108;;;base;interview;27.04.2020 23:53;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;2;1;1;1;1;1;4;1;1;1;1;2;1;1;1;1;1;1;1;1;-9;;B_Aug_Oreg_40;2;12.08.2019;11;;13;3;2;1;1;1;1;1;1;1;1;1;1;2;1;2;Conspiracy theory, sex trafficking;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;B_Aug_Oreg_34;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;826;142;234;;01.05.2020 20:37;1;0;2;2;17;3;0.98;21
1110;;;base;interview;27.04.2020 23:55;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;2;1;2;1;1;1;4;2;2;1;1;2;2;1;2;1;1;1;1;2;-9;;B_Aug_Wash_21;2;12.08.2019;11;;13;4;2;2;1;1;1;1;1;1;1;1;1;2;1;2;conspiracy theory, sex trafficking;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;4;2;1;1;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;B_Aug_Wash_16;1;-9;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;-9;2;-9;1;1;;;;;;370;199;569;;01.05.2020 22:02;1;0;2;2;15;2;0.78;8
1111;;;base;interview;27.04.2020 23:56;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;2;1;1;1;1;1;4;2;1;1;1;2;1;1;2;1;1;1;1;1;-9;;B_Aug_Wash_22;2;12.08.2019;11;;13;3;2;1;1;1;1;1;1;1;1;1;1;2;1;2;Conspiracy, sex trafficking;1;1;2;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Aug_Wash_16;1;-9;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;95;192;287;;01.05.2020 22:20;1;0;2;2;14;1;Jän.17;9
1112;;;base;interview;27.04.2020 23:56;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;2;1;1;1;1;1;4;1;2;1;1;2;2;1;2;1;1;1;1;1;-9;;B_Aug_Oreg_41;2;12.08.2019;13;Sex trafficking and charges;13;3;2;1;1;1;1;1;1;1;1;1;1;2;1;2;Sex trafficking and charges;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;1;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;B_Aug_Oreg_34;1;-9;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;164;162;326;;01.05.2020 22:27;1;0;2;2;15;2;01.Sep;15
1113;;;base;interview;27.04.2020 23:57;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;2;1;1;1;1;1;4;1;1;1;1;2;1;1;1;1;1;1;1;1;-9;;B_Aug_Oreg_42;2;B_Aug_Oreg_42;1;;13;2;2;1;1;1;1;1;1;1;1;1;1;2;1;1;;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;1;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;B_Aug_Oreg_34;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;83;548;631;;01.05.2020 22:37;1;0;2;2;17;3;0.79;3
1115;;;base;interview;27.04.2020 23:58;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;2;1;1;1;1;1;-9;2;1;1;1;2;1;1;2;2;1;1;1;1;-9;;B_Aug_Wash_23;2;12.08.2019;1;;13;3;2;1;1;1;1;1;1;1;1;1;1;2;1;2;Conspiracy theory;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;1;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;;1;-9;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;87;246;333;;01.05.2020 22:46;1;0;2;2;18;5;01.Jun;3
1116;;;base;interview;27.04.2020 23:58;-9;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;2;1;1;1;1;1;3;2;1;1;1;2;1;1;1;1;1;1;1;1;-9;;B_Aug_Wash_24;2;12.08.2019;1;;13;4;2;2;1;1;1;1;1;1;1;1;1;2;1;2;Conspiracy;1;1;2;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;1;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;B_Aug_Wash_23;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;50;701;751;;01.05.2020 22:59;1;0;2;2;17;3;01.Nov;21
1117;;;base;interview;27.04.2020 23:59;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;2;1;1;1;1;1;4;1;1;1;1;2;1;1;2;1;1;1;1;1;-9;;B_Aug_Oreg_44;2;12.08.2019;1;;13;3;2;1;1;1;1;1;1;1;1;1;1;2;1;2;Sex trafficking, immigrants;1;1;2;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;1;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;B_Aug_Oreg_34;1;-9;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;2379;137;229;;02.05.2020 14:32;1;0;2;2;14;1;0.98;23
1118;;;base;interview;27.04.2020 23:59;-9;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;2;1;1;1;1;1;4;1;1;1;1;1;2;1;2;1;1;1;1;1;-9;;B_Aug_Oreg_45;2;12.08.2019;11;;13;2;2;1;1;1;1;1;1;1;1;1;1;2;1;1;;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;5;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;B_Aug_Oreg_34;1;-9;1;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;-9;1;-9;1;1;;;;;;72;151;223;;02.05.2020 14:36;1;0;2;2;17;3;Jän.51;25
1119;;;base;interview;28.04.2020 00:00;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;2;1;1;1;1;1;3;2;1;1;1;2;1;1;1;1;1;1;1;1;-9;;B_Aug_Wash_25;2;12.08.2019;1;;13;3;2;1;1;1;1;1;1;1;1;1;1;2;1;2;Conspiracy, sex trafficking charges;1;1;2;1;1;1;1;1;1;1;1;1;1;1;;5;1;1;2;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;B_Aug_Wash_23;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;44;289;333;;02.05.2020 14:41;1;0;2;2;14;1;01.Mai;27
1120;;;base;interview;30.04.2020 22:50;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;2;1;1;1;1;1;4;2;1;1;1;2;1;1;2;1;1;1;1;1;-9;;B_Aug_Wash_26;2;12.08.2019;1;;13;4;2;2;1;1;1;1;1;1;1;1;1;2;1;2;Conspiracy theory, sex trafficking charges;1;1;2;1;1;1;1;1;1;1;1;1;1;1;;5;1;1;1;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;B_Aug_Wash_16, B_Jul_Wash_53;1;-9;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;255;998;1253;;02.05.2020 14:59;1;0;2;2;14;1;0.31;0
1121;;;base;interview;30.04.2020 22:54;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;2;1;1;1;1;1;3;2;1;1;1;1;2;1;2;1;1;1;1;1;-9;;B_Aug_Wash_27;2;12.08.2019;1;;13;3;2;1;1;1;1;1;1;1;1;1;1;2;1;2;Sex trafficking, conspiracy;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;5;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;B_Aug_Wash_23;1;-9;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;-9;2;-9;1;1;;;;;;80;144;224;;02.05.2020 22:53;1;0;2;2;15;2;Jän.48;24
1122;;;base;interview;30.04.2020 22:54;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;2;1;1;1;1;1;4;1;1;1;1;2;1;1;2;1;1;1;1;1;-9;;B_Aug_Oreg_46;2;12.08.2019;1;;13;4;2;2;1;1;1;1;1;1;1;1;1;2;1;2;Conspiracy theory, sex trafficking;1;1;2;1;1;1;1;1;1;1;1;1;1;1;;5;1;1;1;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;B_Aug_Oreg_34, B_Jul_Oreg_82;1;-9;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;102;377;479;;02.05.2020 22:56;1;0;2;2;12;0;0.8;0
1123;;;base;interview;30.04.2020 22:55;-9;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoners;1;1;1;1;1;1;1;1;1;1;4;2;1;1;1;1;2;1;1;2;1;1;1;2;-9;;B_Aug_Wash_28;2;12.08.2019;7;;14;2;2;1;1;1;1;1;2;1;1;1;1;1;1;1;;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;5;1;2;2;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;0;1;1;1;1;149;238;387;;09.07.2020 15:06;1;0;2;2;21;5;0.86;3
1124;;;base;interview;30.04.2020 22:57;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;2;1;1;1;1;1;3;1;1;1;1;1;2;1;2;1;1;1;1;1;-9;;B_Aug_Oreg_47;2;12.08.2019;1;;13;4;2;2;1;1;1;1;1;1;1;1;1;2;1;2;Sex trafficking charges, conspiracy;1;1;2;1;1;1;1;1;1;1;1;1;1;1;;5;1;1;2;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;B_Aug_Oreg_32, B_Jul_Oreg_83;1;-9;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;70;238;308;;02.05.2020 23:05;1;0;2;2;12;0;Jän.21;10
1125;;;base;interview;30.04.2020 22:58;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;-9;1;1;1;1;1;1;1;1;1;4;2;1;1;1;2;1;1;2;1;1;1;1;1;-9;;B_Aug_Wash_29;2;12.08.2019;11;;13;2;2;1;1;1;1;1;1;1;1;1;1;2;1;1;;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;5;1;1;2;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;B_Aug_Wash_16;1;-9;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;-9;1;-9;2;1;;;;;;67;172;239;;02.05.2020 23:10;1;0;2;2;17;4;Jän.45;22
1126;;;base;interview;30.04.2020 22:58;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;-9;1;2;1;1;1;1;1;4;1;1;1;1;1;2;1;1;1;1;1;1;1;-9;;B_Aug_Oreg_48;2;12.08.2019;1;;13;3;2;1;1;1;1;1;1;1;1;1;1;2;1;2;Conspiracy theory, sex trafficking charges;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;5;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;B_Aug_Oreg_34;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;87;124;211;;02.05.2020 23:14;1;0;2;2;18;5;Jän.59;29
1127;;;base;interview;30.04.2020 23:00;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;2;1;1;1;1;1;1;1;-9;;B_Aug_Oreg_49;2;12.08.2019;1;;13;3;2;1;1;1;1;1;1;1;1;1;1;2;1;2;Conspiracy theory;1;1;2;1;1;1;1;1;1;1;1;1;1;1;;5;1;1;2;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;B_Aug_Oreg_34;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;2;1;1;1;-9;2;-9;1;1;;;;;;59;295;354;;02.05.2020 23:28;1;0;2;2;15;2;Jän.22;14
1129;;;base;interview;30.04.2020 23:01;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;2;1;1;1;1;1;3;1;1;1;1;1;2;1;2;1;1;1;1;1;-9;;B_Aug_Oreg_50;2;12.08.2019;1;;13;4;2;2;1;1;1;1;1;1;1;1;1;2;1;2;Conspiracy theory, sex trafficking;1;1;2;1;1;1;1;1;1;1;1;1;1;1;;6;1;1;2;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;B_Aug_Oreg_32, B_Jul_Oreg_83;1;-9;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;228;156;384;;02.05.2020 23:38;1;0;2;2;12;0;01.Apr;17
1130;;;base;interview;30.04.2020 23:02;-9;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;1;1;1;1;1;1;4;1;1;1;1;2;1;1;2;1;1;1;1;1;-9;;B_Aug_Oreg_51;2;12.08.2019;11;;13;2;2;1;1;1;1;1;1;1;1;1;1;2;1;1;;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;5;1;1;2;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Aug_Oreg_34;1;-9;1;1;2;1;2;1;2;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;55;181;236;;02.05.2020 23:42;1;0;2;2;17;3;Jän.56;28
1131;;;base;interview;30.04.2020 23:09;-9;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;1;1;1;1;1;1;4;2;1;1;1;1;2;1;2;1;1;1;1;1;-9;;B_Aug_Wash_31;2;12.08.2019;1;;13;2;2;1;1;1;1;1;1;1;1;1;1;2;1;1;;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;5;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;B_Aug_Wash_16;1;-9;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;-9;2;-9;1;1;;;;;;69;133;202;;02.05.2020 23:45;1;0;2;2;17;3;Jän.65;33
1132;;;base;interview;30.04.2020 23:10;-9;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;1;1;1;1;1;1;1;1;1;1;4;2;1;1;1;1;2;1;2;1;1;1;1;1;-9;;B_Aug_Wash_32;2;12.08.2019;11;;13;3;2;1;1;1;1;1;1;1;1;1;1;2;1;2;Conspiracy;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;6;1;1;2;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;77;155;232;;03.05.2020 13:58;1;0;2;2;18;3;Jän.44;22
1133;;;base;interview;30.04.2020 23:11;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;2;1;1;1;1;1;4;2;1;1;1;2;1;1;2;1;1;1;1;1;-9;;B_Aug_Wash_33;2;13.08.2019;1;;13;3;2;1;1;1;1;1;1;1;1;1;1;2;1;2;Conspiracy theory;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;6;1;1;2;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;2;-9;0;1;1;1;B_Aug_Wash_16;1;-9;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;50;305;355;;03.05.2020 14:04;1;0;2;2;17;4;Jän.35;21
1134;;;base;interview;30.04.2020 23:12;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;2;1;1;1;1;1;4;2;1;1;1;2;1;1;1;1;1;1;1;1;-9;;B_Aug_Wash_34;2;13.08.2019;12;;13;3;2;1;1;1;1;1;1;1;1;1;1;2;1;2;Conspiracy theory;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;2;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;B_Aug_Wash_16;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;180;285;465;;03.05.2020 14:10;1;0;2;2;17;3;0.72;0
1135;;;base;interview;30.04.2020 23:14;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;2;1;1;1;1;1;4;2;1;1;1;2;1;1;2;1;1;1;1;1;-9;;B_Aug_Wash_35;2;13.08.2019;11;;13;4;2;1;1;1;1;1;2;1;1;1;1;2;1;2;Conspiracy theory;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;4;1;2;2;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;B_Aug_Wash_16;1;-9;1;1;3;1;2;2;2;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;333;242;575;;03.05.2020 14:15;1;0;2;2;15;2;0.68;2
1136;;;base;interview;30.04.2020 23:15;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;2;1;1;1;1;1;4;1;1;1;1;2;1;1;1;1;1;1;1;1;-9;;B_Aug_Oreg_52;2;13.08.2019;1;;13;4;2;2;1;1;1;1;1;1;1;1;1;2;1;2;Conspiracy theory, sex trafficking charges;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;2;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;B_Aug_Oreg_34, B_Jul_Oreg_82;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;2;-9;1;1;;;;;;119;383;502;;03.05.2020 14:23;1;0;2;2;17;3;0.73;0
1137;;;base;interview;30.04.2020 23:16;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;prisoner;2;1;1;1;2;1;1;1;1;1;4;1;1;1;1;2;1;1;1;1;1;1;1;1;-9;;B_Aug_Oreg_53;2;13.08.2019;1;;13;3;2;1;1;1;1;1;1;1;1;1;1;2;1;2;Conspiracy theory, sex trafficking charges;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;B_Aug_Oreg_34;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;159;121;280;;03.05.2020 14:27;1;0;2;2;17;3;Jän.37;29
